DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB00156,L-Threonine,SmallMoleculeDrug,Q9BW92,"Threonine--tRNA ligase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,O60701,UDP-glucose 6-dehydrogenase
DB00157,NADH,SmallMoleculeDrug,P07327,Alcohol dehydrogenase 1A
DB00157,NADH,SmallMoleculeDrug,Q00796,Sorbitol dehydrogenase
DB00157,NADH,SmallMoleculeDrug,P08319,Alcohol dehydrogenase 4
DB00157,NADH,SmallMoleculeDrug,P00326,Alcohol dehydrogenase 1C
DB00157,NADH,SmallMoleculeDrug,P00325,Alcohol dehydrogenase 1B
DB00157,NADH,SmallMoleculeDrug,P40394,Alcohol dehydrogenase class 4 mu/sigma chain
DB00157,NADH,SmallMoleculeDrug,P21695,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic"
DB00157,NADH,SmallMoleculeDrug,Q6ZMR3,L-lactate dehydrogenase A-like 6A
DB00157,NADH,SmallMoleculeDrug,P11766,Alcohol dehydrogenase class-3
DB00157,NADH,SmallMoleculeDrug,P15121,Aldose reductase
DB00157,NADH,SmallMoleculeDrug,Q99714,3-hydroxyacyl-CoA dehydrogenase type-2
DB00157,NADH,SmallMoleculeDrug,P40926,"Malate dehydrogenase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P00338,L-lactate dehydrogenase A chain
DB00157,NADH,SmallMoleculeDrug,P23368,"NAD-dependent malic enzyme, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P51659,Peroxisomal multifunctional enzyme type 2
DB00157,NADH,SmallMoleculeDrug,Q9BYZ2,L-lactate dehydrogenase A-like 6B
DB00157,NADH,SmallMoleculeDrug,P07864,L-lactate dehydrogenase C chain
DB00157,NADH,SmallMoleculeDrug,P07195,L-lactate dehydrogenase B chain
DB00157,NADH,SmallMoleculeDrug,Q08426,Peroxisomal bifunctional enzyme
DB00157,NADH,SmallMoleculeDrug,Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,Q16798,"NADP-dependent malic enzyme, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,Q02338,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P40925,"Malate dehydrogenase, cytoplasmic"
DB00157,NADH,SmallMoleculeDrug,P31937,"3-hydroxyisobutyrate dehydrogenase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P37058,Testosterone 17-beta-dehydrogenase 3
DB00157,NADH,SmallMoleculeDrug,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase
DB00157,NADH,SmallMoleculeDrug,P48163,NADP-dependent malic enzyme
DB00157,NADH,SmallMoleculeDrug,O43175,D-3-phosphoglycerate dehydrogenase
DB00157,NADH,SmallMoleculeDrug,P56937,3-keto-steroid reductase
DB00157,NADH,SmallMoleculeDrug,P51553,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,O43837,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P50213,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P14061,Estradiol 17-beta-dehydrogenase 1
DB00157,NADH,SmallMoleculeDrug,P37059,Estradiol 17-beta-dehydrogenase 2
DB00157,NADH,SmallMoleculeDrug,Q92781,11-cis retinol dehydrogenase
DB00157,NADH,SmallMoleculeDrug,O95479,GDH/6PGL endoplasmic bifunctional protein
DB00157,NADH,SmallMoleculeDrug,Q92506,Estradiol 17-beta-dehydrogenase 8
DB00157,NADH,SmallMoleculeDrug,P17516,Aldo-keto reductase family 1 member C4
DB00157,NADH,SmallMoleculeDrug,P12268,Inosine-5'-monophosphate dehydrogenase 2
DB00157,NADH,SmallMoleculeDrug,P42330,Aldo-keto reductase family 1 member C3
DB00157,NADH,SmallMoleculeDrug,P15428,15-hydroxyprostaglandin dehydrogenase [NAD(+)]
DB00157,NADH,SmallMoleculeDrug,Q13630,GDP-L-fucose synthase
DB00157,NADH,SmallMoleculeDrug,Q04828,Aldo-keto reductase family 1 member C1
DB00157,NADH,SmallMoleculeDrug,P28845,Corticosteroid 11-beta-dehydrogenase isozyme 1
DB00157,NADH,SmallMoleculeDrug,P26439,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2
DB00157,NADH,SmallMoleculeDrug,P14060,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1
DB00157,NADH,SmallMoleculeDrug,P20839,Inosine-5'-monophosphate dehydrogenase 1
DB00157,NADH,SmallMoleculeDrug,P40939,"Trifunctional enzyme subunit alpha, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P05091,"Aldehyde dehydrogenase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2
DB00157,NADH,SmallMoleculeDrug,P52895,Aldo-keto reductase family 1 member C2
DB00157,NADH,SmallMoleculeDrug,Q15738,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"
DB00157,NADH,SmallMoleculeDrug,P48448,Aldehyde dehydrogenase family 3 member B2
DB00157,NADH,SmallMoleculeDrug,Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P30838,"Aldehyde dehydrogenase, dimeric NADP-preferring"
DB00157,NADH,SmallMoleculeDrug,P00352,Retinal dehydrogenase 1
DB00157,NADH,SmallMoleculeDrug,O14556,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific"
DB00157,NADH,SmallMoleculeDrug,P49189,4-trimethylaminobutyraldehyde dehydrogenase
DB00157,NADH,SmallMoleculeDrug,P47895,Aldehyde dehydrogenase family 1 member A3
DB00157,NADH,SmallMoleculeDrug,P30837,"Aldehyde dehydrogenase X, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P43353,Aldehyde dehydrogenase family 3 member B1
DB00157,NADH,SmallMoleculeDrug,P04406,Glyceraldehyde-3-phosphate dehydrogenase
DB00157,NADH,SmallMoleculeDrug,O94788,Retinal dehydrogenase 2
DB00157,NADH,SmallMoleculeDrug,P51648,Fatty aldehyde dehydrogenase
DB00157,NADH,SmallMoleculeDrug,P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P49419,Alpha-aminoadipic semialdehyde dehydrogenase
DB00157,NADH,SmallMoleculeDrug,P30043,Flavin reductase (NADPH)
DB00157,NADH,SmallMoleculeDrug,Q96C36,Pyrroline-5-carboxylate reductase 2
DB00157,NADH,SmallMoleculeDrug,P32322,"Pyrroline-5-carboxylate reductase 1, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P00367,"Glutamate dehydrogenase 1, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P11177,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P29803,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P08559,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P53004,Biliverdin reductase A
DB00157,NADH,SmallMoleculeDrug,P16219,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P00374,Dihydrofolate reductase
DB00157,NADH,SmallMoleculeDrug,Q02218,"2-oxoglutarate dehydrogenase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P49448,"Glutamate dehydrogenase 2, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,Q9UBM7,7-dehydrocholesterol reductase
DB00157,NADH,SmallMoleculeDrug,P16083,Ribosyldihydronicotinamide dehydrogenase [quinone]
DB00157,NADH,SmallMoleculeDrug,P03891,NADH-ubiquinone oxidoreductase chain 2
DB00157,NADH,SmallMoleculeDrug,Q9UDR5,"Alpha-aminoadipic semialdehyde synthase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P03897,NADH-ubiquinone oxidoreductase chain 3
DB00157,NADH,SmallMoleculeDrug,O75251,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic"
DB00157,NADH,SmallMoleculeDrug,P13995,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P30038,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P00387,NADH-cytochrome b5 reductase 3
DB00157,NADH,SmallMoleculeDrug,Q86Y39,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11
DB00157,NADH,SmallMoleculeDrug,P03905,NADH-ubiquinone oxidoreductase chain 4
DB00157,NADH,SmallMoleculeDrug,P09417,Dihydropteridine reductase
DB00157,NADH,SmallMoleculeDrug,P03886,NADH-ubiquinone oxidoreductase chain 1
DB00157,NADH,SmallMoleculeDrug,Q13423,"NAD(P) transhydrogenase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,Q16718,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
DB00157,NADH,SmallMoleculeDrug,Q16795,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P03901,NADH-ubiquinone oxidoreductase chain 4L
DB00157,NADH,SmallMoleculeDrug,O95299,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,O95182,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7
DB00157,NADH,SmallMoleculeDrug,O15239,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1
DB00157,NADH,SmallMoleculeDrug,P03923,NADH-ubiquinone oxidoreductase chain 6
DB00157,NADH,SmallMoleculeDrug,P03915,NADH-ubiquinone oxidoreductase chain 5
DB00157,NADH,SmallMoleculeDrug,O00483,Cytochrome c oxidase subunit NDUFA4
DB00157,NADH,SmallMoleculeDrug,P56556,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
DB00157,NADH,SmallMoleculeDrug,O14561,"Acyl carrier protein, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,O43678,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2
DB00157,NADH,SmallMoleculeDrug,P51970,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
DB00157,NADH,SmallMoleculeDrug,O95167,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3
DB00157,NADH,SmallMoleculeDrug,O95169,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,O95298,NADH dehydrogenase [ubiquinone] 1 subunit C2
DB00157,NADH,SmallMoleculeDrug,O75438,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1
DB00157,NADH,SmallMoleculeDrug,P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,O96000,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
DB00157,NADH,SmallMoleculeDrug,O95168,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4
DB00157,NADH,SmallMoleculeDrug,O43676,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
DB00157,NADH,SmallMoleculeDrug,O95178,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P17568,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
DB00157,NADH,SmallMoleculeDrug,Q9Y6M9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
DB00157,NADH,SmallMoleculeDrug,O75306,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,O43674,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,O43677,"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,O95139,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6
DB00157,NADH,SmallMoleculeDrug,P56181,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P09622,"Dihydrolipoyl dehydrogenase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P00390,"Glutathione reductase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,Q9UI09,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
DB00157,NADH,SmallMoleculeDrug,O43920,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5
DB00157,NADH,SmallMoleculeDrug,O43181,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P49821,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P19404,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,Q9P0J0,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
DB00157,NADH,SmallMoleculeDrug,Q16878,Cysteine dioxygenase type 1
DB00157,NADH,SmallMoleculeDrug,O75380,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,Q9NRX3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2
DB00157,NADH,SmallMoleculeDrug,O00217,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,Q02928,Cytochrome P450 4A11
DB00157,NADH,SmallMoleculeDrug,P10515,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,P48728,"Aminomethyltransferase, mitochondrial"
DB00157,NADH,SmallMoleculeDrug,Q15800,Methylsterol monooxygenase 1
DB00157,NADH,SmallMoleculeDrug,P09601,Heme oxygenase 1
DB00157,NADH,SmallMoleculeDrug,P30519,Heme oxygenase 2
DB00157,NADH,SmallMoleculeDrug,P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase"
DB00157,NADH,SmallMoleculeDrug,P14679,Tyrosinase
DB00158,Folic Acid,SmallMoleculeDrug,P14207,Folate receptor beta
DB00158,Folic Acid,SmallMoleculeDrug,P41439,Folate receptor gamma
DB00158,Folic Acid,SmallMoleculeDrug,P15328,Folate receptor alpha
DB00159,Icosapent,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB00159,Icosapent,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB00159,Icosapent,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma
DB00159,Icosapent,SmallMoleculeDrug,Q03181,Peroxisome proliferator-activated receptor delta
DB00159,Icosapent,SmallMoleculeDrug,O60427,Fatty acid desaturase 1
DB00159,Icosapent,SmallMoleculeDrug,O60488,Long-chain-fatty-acid--CoA ligase 4
DB00159,Icosapent,SmallMoleculeDrug,O95573,Long-chain-fatty-acid--CoA ligase 3
DB00159,Icosapent,SmallMoleculeDrug,O14842,Free fatty acid receptor 1
DB00159,Icosapent,SmallMoleculeDrug,P32418,Sodium/calcium exchanger 1
DB00159,Icosapent,SmallMoleculeDrug,Q8NER1,Transient receptor potential cation channel subfamily V member 1
DB00159,Icosapent,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha
DB00160,L-Alanine,SmallMoleculeDrug,P21549,Serine--pyruvate aminotransferase
DB00160,L-Alanine,SmallMoleculeDrug,P80404,"4-aminobutyrate aminotransferase, mitochondrial"
DB00160,L-Alanine,SmallMoleculeDrug,Q16719,Kynureninase
DB00160,L-Alanine,SmallMoleculeDrug,Q5JTZ9,"Alanine--tRNA ligase, mitochondrial"
DB00160,L-Alanine,SmallMoleculeDrug,Q8IUZ5,5-phosphohydroxy-L-lysine phospho-lyase
DB00160,L-Alanine,SmallMoleculeDrug,Q8TD30,Alanine aminotransferase 2
DB00160,L-Alanine,SmallMoleculeDrug,P24298,Alanine aminotransferase 1
DB00160,L-Alanine,SmallMoleculeDrug,Q9Y697,"Cysteine desulfurase, mitochondrial"
DB00160,L-Alanine,SmallMoleculeDrug,Q7Z2H8,Proton-coupled amino acid transporter 1
DB00160,L-Alanine,SmallMoleculeDrug,Q9UHI5,Large neutral amino acids transporter small subunit 2
DB00160,L-Alanine,SmallMoleculeDrug,Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial"
DB00160,L-Alanine,SmallMoleculeDrug,P49588,"Alanine--tRNA ligase, cytoplasmic"
DB00160,L-Alanine,SmallMoleculeDrug,P43007,Neutral amino acid transporter A
DB00161,L-Valine,SmallMoleculeDrug,P05166,"Propionyl-CoA carboxylase beta chain, mitochondrial"
DB00161,L-Valine,SmallMoleculeDrug,P54687,"Branched-chain-amino-acid aminotransferase, cytosolic"
DB00161,L-Valine,SmallMoleculeDrug,P26640,Valine--tRNA ligase
DB00162,Vitamin A,SmallMoleculeDrug,Q96NR8,Retinol dehydrogenase 12
DB00162,Vitamin A,SmallMoleculeDrug,O75911,Short-chain dehydrogenase/reductase 3
DB00162,Vitamin A,SmallMoleculeDrug,P47895,Aldehyde dehydrogenase family 1 member A3
DB00162,Vitamin A,SmallMoleculeDrug,Q6NUM9,"All-trans-retinol 13,14-reductase"
DB00162,Vitamin A,SmallMoleculeDrug,Q8TC12,Retinol dehydrogenase 11
DB00162,Vitamin A,SmallMoleculeDrug,Q9BTZ2,Dehydrogenase/reductase SDR family member 4
DB00162,Vitamin A,SmallMoleculeDrug,Q9HBH5,Retinol dehydrogenase 14
DB00162,Vitamin A,SmallMoleculeDrug,Q9NYR8,Retinol dehydrogenase 8
DB00162,Vitamin A,SmallMoleculeDrug,O95237,Lecithin retinol acyltransferase
DB00162,Vitamin A,SmallMoleculeDrug,P09455,Retinol-binding protein 1
DB00162,Vitamin A,SmallMoleculeDrug,Q92781,11-cis retinol dehydrogenase
DB00162,Vitamin A,SmallMoleculeDrug,Q8NBN7,Retinol dehydrogenase 13
DB00162,Vitamin A,SmallMoleculeDrug,P10745,Retinol-binding protein 3
DB00162,Vitamin A,SmallMoleculeDrug,O94788,Retinal dehydrogenase 2
DB00162,Vitamin A,SmallMoleculeDrug,P00352,Retinal dehydrogenase 1
DB00162,Vitamin A,SmallMoleculeDrug,P12271,Retinaldehyde-binding protein 1
DB00162,Vitamin A,SmallMoleculeDrug,P05090,Apolipoprotein D
DB00162,Vitamin A,SmallMoleculeDrug,O60760,Hematopoietic prostaglandin D synthase
DB00163,Vitamin E,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2
DB00163,Vitamin E,SmallMoleculeDrug,P05771,Protein kinase C beta type
DB00163,Vitamin E,SmallMoleculeDrug,P09917,Arachidonate 5-lipoxygenase
DB00163,Vitamin E,SmallMoleculeDrug,P17252,Protein kinase C alpha type
DB00163,Vitamin E,SmallMoleculeDrug,P23743,Diacylglycerol kinase alpha
DB00163,Vitamin E,SmallMoleculeDrug,P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform
DB00163,Vitamin E,SmallMoleculeDrug,P67775,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
DB00163,Vitamin E,SmallMoleculeDrug,Q9UDX3,SEC14-like protein 4
DB00163,Vitamin E,SmallMoleculeDrug,Q9UDX4,SEC14-like protein 3
DB00163,Vitamin E,SmallMoleculeDrug,O76054,SEC14-like protein 2
DB00165,Pyridoxine,SmallMoleculeDrug,O00764,Pyridoxal kinase
DB00166,Lipoic Acid,SmallMoleculeDrug,Q9Y234,"Lipoyltransferase 1, mitochondrial"
DB00166,Lipoic Acid,SmallMoleculeDrug,O43766,"Lipoyl synthase, mitochondrial"
DB00166,Lipoic Acid,SmallMoleculeDrug,Q9Y289,Sodium-dependent multivitamin transporter
DB00167,L-Isoleucine,SmallMoleculeDrug,Q9NSE4,"Isoleucine--tRNA ligase, mitochondrial"
DB00167,L-Isoleucine,SmallMoleculeDrug,P45954,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"
DB00167,L-Isoleucine,SmallMoleculeDrug,P54687,"Branched-chain-amino-acid aminotransferase, cytosolic"
DB00167,L-Isoleucine,SmallMoleculeDrug,O15382,"Branched-chain-amino-acid aminotransferase, mitochondrial"
DB00167,L-Isoleucine,SmallMoleculeDrug,P41252,"Isoleucine--tRNA ligase, cytoplasmic"
DB00168,Aspartame,SmallMoleculeDrug,Q8NER1,Transient receptor potential cation channel subfamily V member 1
DB00168,Aspartame,SmallMoleculeDrug,Q8TE23,Taste receptor type 1 member 2
DB00168,Aspartame,SmallMoleculeDrug,Q7RTX0,Taste receptor type 1 member 3
DB00169,Cholecalciferol,SmallMoleculeDrug,P11473,Vitamin D3 receptor
DB00170,Menadione,SmallMoleculeDrug,P38435,Vitamin K-dependent gamma-carboxylase
DB00170,Menadione,SmallMoleculeDrug,Q9BQB6,Vitamin K epoxide reductase complex subunit 1
DB00170,Menadione,SmallMoleculeDrug,Q8N0U8,Vitamin K epoxide reductase complex subunit 1-like protein 1
DB00170,Menadione,SmallMoleculeDrug,P00734,Prothrombin
DB00170,Menadione,SmallMoleculeDrug,P08709,Coagulation factor VII
DB00170,Menadione,SmallMoleculeDrug,P00740,Coagulation factor IX
DB00170,Menadione,SmallMoleculeDrug,P00742,Coagulation factor X
DB00170,Menadione,SmallMoleculeDrug,P04070,Vitamin K-dependent protein C
DB00170,Menadione,SmallMoleculeDrug,P07225,Vitamin K-dependent protein S
DB00170,Menadione,SmallMoleculeDrug,P22891,Vitamin K-dependent protein Z
DB00170,Menadione,SmallMoleculeDrug,P16083,Ribosyldihydronicotinamide dehydrogenase [quinone]
DB00170,Menadione,SmallMoleculeDrug,P15559,NAD(P)H dehydrogenase [quinone] 1
DB00170,Menadione,SmallMoleculeDrug,P02818,Osteocalcin
DB00171,ATP,SmallMoleculeDrug,P42684,Abelson tyrosine-protein kinase 2
DB00171,ATP,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00171,ATP,SmallMoleculeDrug,P45844,ATP-binding cassette sub-family G member 1
DB00171,ATP,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00171,ATP,SmallMoleculeDrug,O95477,ATP-binding cassette sub-family A member 1
DB00171,ATP,SmallMoleculeDrug,Q9NR19,"Acetyl-coenzyme A synthetase, cytoplasmic"
DB00171,ATP,SmallMoleculeDrug,Q9UM73,ALK tyrosine kinase receptor
DB00171,ATP,SmallMoleculeDrug,Q13564,NEDD8-activating enzyme E1 regulatory subunit
DB00171,ATP,SmallMoleculeDrug,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1
DB00171,ATP,SmallMoleculeDrug,P10398,Serine/threonine-protein kinase A-Raf
DB00171,ATP,SmallMoleculeDrug,P37023,Serine/threonine-protein kinase receptor R3
DB00171,ATP,SmallMoleculeDrug,P33121,Long-chain-fatty-acid--CoA ligase 1
DB00171,ATP,SmallMoleculeDrug,P49902,Cytosolic purine 5'-nucleotidase
DB00171,ATP,SmallMoleculeDrug,O43681,ATPase ASNA1
DB00171,ATP,SmallMoleculeDrug,O60706,ATP-binding cassette sub-family C member 9
DB00171,ATP,SmallMoleculeDrug,P31749,RAC-alpha serine/threonine-protein kinase
DB00171,ATP,SmallMoleculeDrug,P25098,Beta-adrenergic receptor kinase 1
DB00171,ATP,SmallMoleculeDrug,O14727,Apoptotic protease-activating factor 1
DB00171,ATP,SmallMoleculeDrug,Q9NUB1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial"
DB00171,ATP,SmallMoleculeDrug,P36896,Activin receptor type-1B
DB00171,ATP,SmallMoleculeDrug,Q04771,Activin receptor type-1
DB00171,ATP,SmallMoleculeDrug,O95342,Bile salt export pump
DB00171,ATP,SmallMoleculeDrug,P08243,Asparagine synthetase [glutamine-hydrolyzing]
DB00171,ATP,SmallMoleculeDrug,Q96Q40,Cyclin-dependent kinase 15
DB00171,ATP,SmallMoleculeDrug,P12235,ADP/ATP translocase 1
DB00171,ATP,SmallMoleculeDrug,Q09428,ATP-binding cassette sub-family C member 8
DB00171,ATP,SmallMoleculeDrug,P00966,Argininosuccinate synthase
DB00171,ATP,SmallMoleculeDrug,Q9Y4W6,AFG3-like protein 2
DB00171,ATP,SmallMoleculeDrug,P35626,Beta-adrenergic receptor kinase 2
DB00171,ATP,SmallMoleculeDrug,Q16671,Anti-Muellerian hormone type-2 receptor
DB00171,ATP,SmallMoleculeDrug,Q07912,Activated CDC42 kinase 1
DB00171,ATP,SmallMoleculeDrug,P00519,Tyrosine-protein kinase ABL1
DB00171,ATP,SmallMoleculeDrug,Q08828,Adenylate cyclase type 1
DB00171,ATP,SmallMoleculeDrug,O95255,Multidrug resistance-associated protein 6
DB00171,ATP,SmallMoleculeDrug,O15439,Multidrug resistance-associated protein 4
DB00171,ATP,SmallMoleculeDrug,P33527,Multidrug resistance-associated protein 1
DB00171,ATP,SmallMoleculeDrug,P13569,Cystic fibrosis transmembrane conductance regulator
DB00171,ATP,SmallMoleculeDrug,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
DB00171,ATP,SmallMoleculeDrug,P68400,Casein kinase II subunit alpha
DB00171,ATP,SmallMoleculeDrug,P67870,Casein kinase II subunit beta
DB00171,ATP,SmallMoleculeDrug,Q96G91,P2Y purinoceptor 11
DB00171,ATP,SmallMoleculeDrug,P53041,Serine/threonine-protein phosphatase 5
DB00172,Proline,SmallMoleculeDrug,O15460,Prolyl 4-hydroxylase subunit alpha-2
DB00172,Proline,SmallMoleculeDrug,O43272,"Proline dehydrogenase 1, mitochondrial"
DB00172,Proline,SmallMoleculeDrug,O43447,Peptidyl-prolyl cis-trans isomerase H
DB00172,Proline,SmallMoleculeDrug,O94903,Proline synthase co-transcribed bacterial homolog protein
DB00172,Proline,SmallMoleculeDrug,P13674,Prolyl 4-hydroxylase subunit alpha-1
DB00172,Proline,SmallMoleculeDrug,P23284,Peptidyl-prolyl cis-trans isomerase B
DB00172,Proline,SmallMoleculeDrug,P30405,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial"
DB00172,Proline,SmallMoleculeDrug,P45877,Peptidyl-prolyl cis-trans isomerase C
DB00172,Proline,SmallMoleculeDrug,P62937,Peptidyl-prolyl cis-trans isomerase A
DB00172,Proline,SmallMoleculeDrug,Q13427,Peptidyl-prolyl cis-trans isomerase G
DB00172,Proline,SmallMoleculeDrug,Q32P28,Prolyl 3-hydroxylase 1
DB00172,Proline,SmallMoleculeDrug,Q4W8W1,Pyrroline-5-carboxylate reductase
DB00172,Proline,SmallMoleculeDrug,Q7L3T8,"Probable proline--tRNA ligase, mitochondrial"
DB00172,Proline,SmallMoleculeDrug,Q8IVL5,Prolyl 3-hydroxylase 2
DB00172,Proline,SmallMoleculeDrug,Q8IVL6,Prolyl 3-hydroxylase 3
DB00172,Proline,SmallMoleculeDrug,Q53H96,Pyrroline-5-carboxylate reductase 3
